Dia,Modalidade,Horario,Local,Evento,Genero
02/08/2024,Remo,06:06,Est. Náutico - Água Plana,Sculls Duplo peso leve - Final B,M
02/08/2024,Remo,06:18,Est. Náutico - Água Plana,Sculls Duplo peso leve - Final B,F
02/08/2024,Remo,06:30,Est. Náutico - Água Plana,Par - Final A,M
02/08/2024,Remo,06:42,Est. Náutico - Água Plana,Par - Final A,F
02/08/2024,Remo,07:02,Est. Náutico - Água Plana,Sculls Duplo peso leve - Final A,M
02/08/2024,Remo,07:22,Est. Náutico - Água Plana,Sculls Duplo peso leve - Final A,F
02/08/2024,Saltos Ornamentais,06:00,Centro Aquático,Trampolim 3m sincronizado - Final,M
02/08/2024,Surfe,14:00,Teahupo'o - Taiti,Dia de Reserva,U
02/08/2024,Tênis,07:00,Stade Roland-Garros,Simples - Semifinal,M
02/08/2024,Tênis,07:00,Stade Roland-Garros,Simples - Disputa pelo Bronze,F
02/08/2024,Tênis,07:00,Stade Roland-Garros,Duplas - Disputa pelo Bronze,M
02/08/2024,Tênis,07:00,Stade Roland-Garros,Duplas Mistas - Disputa pelo Bronze,U
02/08/2024,Tênis,14:00,Stade Roland-Garros,Simples - Semifinal,M
02/08/2024,Tênis,14:00,Stade Roland-Garros,Duplas Mistas - Disputa pelo Ouro,U
02/08/2024,Tênis de Mesa,05:00,Arena 4 Paris Sul,Individual - Semifinal,F
02/08/2024,Tênis de Mesa,06:00,Arena 4 Paris Sul,Individual - Semifinal,M
02/08/2024,Tênis de Mesa,08:30,Arena 4 Paris Sul,Individual - Semifinal,F
02/08/2024,Tênis de Mesa,09:30,Arena 4 Paris Sul,Individual - Semifinal,M
02/08/2024,Tiro com Arco,04:30,Invalides,Equipe Mista - Oitavas de Final,U
02/08/2024,Tiro com Arco,09:15,Invalides,Equipe Mista - Quartas de Final,U
02/08/2024,Tiro com Arco,10:31,Invalides,Equipe Mista - Semifinais,U
02/08/2024,Tiro com Arco,11:24,Invalides,Equipe Mista - Disputa pelo Bronze,U
02/08/2024,Tiro com Arco,11:43,Invalides,Equipe Mista - Disputa pelo Ouro,U
02/08/2024,Tiro Esportivo,04:00,Ctr. de Tiro Chateauroux,Skeet - Classificação - Dia 1,M
02/08/2024,Tiro Esportivo,04:00,Ctr. de Tiro Chateauroux,Pistola 25m - Classificação,F
02/08/2024,Tiro Esportivo,04:30,Ctr. de Tiro Chateauroux,Carabina 50m 3 posições - Final,F
02/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 1,U
02/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 2,U
02/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Quartas de Final,F
02/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Quartas de Final,M
02/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Semifinal,F
02/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Semifinal,M
02/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Final,F
02/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Final,M
02/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 3,F
02/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 4,F
02/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 3,M
02/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 4,M
02/08/2024,Vôlei,04:00,Arena 1 Paris Sul,Fase Preliminar,F
02/08/2024,Vôlei,08:00,Arena 1 Paris Sul,Fase Preliminar,F
02/08/2024,Vôlei,12:00,Arena 1 Paris Sul,Fase Preliminar,F
02/08/2024,Vôlei,14:00,Arena 1 Paris Sul,Fase Preliminar,F
02/08/2024,Vôlei de Praia,04:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,05:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,06:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,07:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,10:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,11:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,12:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,15:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,16:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Vôlei de Praia,17:00,Estádio Torre Eiffel,Jogo Preliminar,U
03/08/2024,Atletismo,05:05,Stade de France,Decatlo - 110m com barreiras,M
03/08/2024,Atletismo,05:10,Stade de France,Salto com Vara - Classificação,M
03/08/2024,Atletismo,05:35,Stade de France,100m - Rodada Preliminar,M
03/08/2024,Atletismo,05:55,Stade de France,Decatlo - Lançamento de Disco,M
03/08/2024,Atletismo,06:10,Stade de France,800m - Repescagem,F
03/08/2024,Atletismo,06:45,Stade de France,100m - Primeira Rodada,M
03/08/2024,Atletismo,07:00,Stade de France,Decatlo - Lançamento de Disco,M
03/08/2024,Atletismo,08:40,Stade de France,Decatlo - Salto com Vara,M
03/08/2024,Atletismo,14:10,Stade de France,Decatlo - Lançamento de Dardo,M
03/08/2024,Atletismo,14:15,Stade de France,1500m - Repescagem,M
03/08/2024,Atletismo,14:35,Stade de France,Arremesso de Peso -  Final,M
03/08/2024,Atletismo,14:50,Stade de France,100m - Final,F
03/08/2024,Atletismo,15:10,Stade de France,Decatlo - Lançamento de Dardo,M
03/08/2024,Atletismo,15:20,Stade de France,Salto Triplo - Final,F
03/08/2024,Atletismo,15:55,Stade de France,Revesamento 4x400m Misto - Final,U
03/08/2024,Atletismo,16:20,Stade de France,100m - Final,F
03/08/2024,Atletismo,16:45,Stade de France,Decatlo - 1500m,M
03/08/2024,Badminton,03:30,Arena La Chapelle,Simples Feminino - Quartas de Final,F
03/08/2024,Badminton,04:40,Arena La Chapelle,Simples Feminino - Quartas de Final,F
03/08/2024,Badminton,05:50,Arena La Chapelle,Simples Feminino - Quartas de Final,F
03/08/2024,Badminton,07:00,Arena La Chapelle,Simples Feminino - Quartas de Final,F
03/08/2024,Badminton,10:00,Arena La Chapelle,Duplas Femininas - Disputa pelo Bronze,F
03/08/2024,Badminton,11:10,Arena La Chapelle,Duplas Femininas - Disputa pelo Ouro,F
03/08/2024,Basquete,06:00,Estádio Pierre Mauroy,China - Porto Rico,F
03/08/2024,Basquete,08:30,Estádio Pierre Mauroy,Sérvia - Espanha,F
03/08/2024,Basquete,12:15,Estádio Pierre Mauroy,Vencedor OQT PUR - EUA,M
03/08/2024,Basquete,16:00,Estádio Pierre Mauroy,Sérvia - Sudão do Sul,M
03/08/2024,Basquete 3x3,12:30,La Concorde 1,Fase de Grupos,F
03/08/2024,Basquete 3x3,13:00,La Concorde 1,Fase de Grupos,F
03/08/2024,Basquete 3x3,13:35,La Concorde 1,Fase de Grupos,F
03/08/2024,Basquete 3x3,14:05,La Concorde 1,Fase de Grupos,F
03/08/2024,Basquete 3x3,16:30,La Concorde 1,Play-In,F
03/08/2024,Basquete 3x3,17:05,La Concorde 1,Play-In,F
03/08/2024,Boxe,10:30,Arena Norte de Paris,57 kg - Quartas de Final,M
03/08/2024,Boxe,11:02,Arena Norte de Paris,71 kg - Quartas de Final,M
03/08/2024,Boxe,11:34,Arena Norte de Paris,50 kg - Quartas de Final,F
03/08/2024,Boxe,12:06,Arena Norte de Paris,66 kg - Quartas de Final,F
03/08/2024,Boxe,12:38,Arena Norte de Paris,60 kg - Semifinalinal,F
03/08/2024,Boxe,15:00,Arena Norte de Paris,57 kg - Quartas de Final,M
03/08/2024,Boxe,15:32,Arena Norte de Paris,71 kg - Quartas de Final,M
03/08/2024,Boxe,16:04,Arena Norte de Paris,50 kg - Quartas de Final,F
03/08/2024,Boxe,16:36,Arena Norte de Paris,66 kg - Quartas de Final,F
03/08/2024,Boxe,17:08,Arena Norte de Paris,60 kg - Semifinalinal,F
03/08/2024,Canoagem Slalom,10:30,Est. Náutico Água Branca,Caiaque Cross - Rodada 1,F
03/08/2024,Canoagem Slalom,11:40,Est. Náutico Água Branca,Caiaque Cross - Rodada 1,M
03/08/2024,Canoagem Slalom,13:05,Est. Náutico Água Branca,Caiaque Cross - Repescagem,F
03/08/2024,Canoagem Slalom,13:45,Est. Náutico Água Branca,Caiaque Cross - Repescagem,M
03/08/2024,Ciclismo de Estrada,06:00,Trocadéro,Prova de Estrada,M
03/08/2024,Esgrima,08:00,Grand Palais,Sabre por equipes - Quartas de Final,F
03/08/2024,Esgrima,09:30,Grand Palais,Sabre por equipes - Classificação 5-8,F
03/08/2024,Esgrima,10:20,Grand Palais,Sabre por equipes - Semifinal 1,F
03/08/2024,Esgrima,10:20,Grand Palais,Sabre por equipes - Semifinal 2,F
03/08/2024,Esgrima,11:10,Grand Palais,Sabre por equipes - 7-8 lugar,F
03/08/2024,Esgrima,11:10,Grand Palais,Sabre por equipes - 5-6 lugar,F
03/08/2024,Esgrima,14:00,Grand Palais,Sabre por equipes - Disputa por Bronze,F
03/08/2024,Esgrima,15:00,Grand Palais,Sabre por equipes - Disputa por Ouro,F
03/08/2024,Futebol,10:00,Parc des Princes,IDF - IDF -  Quartas de Final,F 
03/08/2024,Futebol,12:00,Estádio de Lyon,IDF - IDF -  Quartas de Final,F 
03/08/2024,Futebol,14:00,Estádio de Marselha,IDF - IDF -  Quartas de Final,F 
03/08/2024,Futebol,16:00,Estádio La Beaujoire,IDF - IDF -  Quartas de Final,F 
03/08/2024,Ginástica Artística,10:30,Arena Bercy,Solo - Final,M
03/08/2024,Ginástica Artística,11:20,Arena Bercy,Salto - Final,F
03/08/2024,Ginástica Artística,12:10,Arena Bercy,Cavalo com alças - Final,M
03/08/2024,Golfe,04:00,Le Golf National,Rodada 3,M
03/08/2024,Handebol,04:00,Arena 6 Paris Sul,Hungria - Países Baixos,F
03/08/2024,Handebol,06:00,Arena 6 Paris Sul,Espanha - França,F
03/08/2024,Handebol,09:00,Arena 6 Paris Sul,Brasil - Angola,F
03/08/2024,Handebol,11:00,Arena 6 Paris Sul,Eslovênia - Suécia,F
03/08/2024,Handebol,14:00,Arena 6 Paris Sul,Noruega - Alemanha,F
03/08/2024,Handebol,16:00,Arena 6 Paris Sul,Dinamarca - República da Coréia,F
03/08/2024,Hipismo,05:00,Palácio de Versalhes,Adestramento por equipes - GP - Especial,U
03/08/2024,Hóquei sobre Grama,05:00,Estádio Yves-du-Manoir,Grã-Bretanha - Argentinha,F
03/08/2024,Hóquei sobre Grama,05:30,Estádio Yves-du-Manoir,Países Baixos - Japão,F
03/08/2024,Hóquei sobre Grama,07:45,Estádio Yves-du-Manoir,Austrália - Espanha,F
03/08/2024,Hóquei sobre Grama,08:15,Estádio Yves-du-Manoir,EUA - África do Sul,F
03/08/2024,Hóquei sobre Grama,12:00,Estádio Yves-du-Manoir,China - França,F
03/08/2024,Hóquei sobre Grama,14:45,Estádio Yves-du-Manoir,Bélgica - Alemanha,F
03/08/2024,Judô,03:00,Arena Champ-de-Mars,Equipe Mista - Rodada Preliminar,U
03/08/2024,Judô,03:00,Arena Champ-de-Mars,Equipe Mista - Oitavas de Final,U
03/08/2024,Judô,04:40,Arena Champ-de-Mars,Equipe Mista - Quartas de Final,U
03/08/2024,Judô,05:40,Arena Champ-de-Mars,Equipe Mista - Repescagem,U
03/08/2024,Judô,06:15,Arena Champ-de-Mars,Equipe Mista - Semifinais,U
03/08/2024,Judô,11:00,Arena Champ-de-Mars,Equipe Mista - Disputa por Bronze A,U
03/08/2024,Judô,11:40,Arena Champ-de-Mars,Equipe Mista - Disputa por Bronze B,U
03/08/2024,Judô,12:20,Arena Champ-de-Mars,Equipe Mista - Final,U
03/08/2024,Natação,06:00,Arena Paris La Défense,50m livre - Baterias,F
03/08/2024,Natação,06:00,Arena Paris La Défense,1500m livre - Baterias,M
03/08/2024,Natação,06:00,Arena Paris La Défense,Revesamento 4x100m Medley - Baterias,M
03/08/2024,Natação,06:00,Arena Paris La Défense,Revesamento 4x100m Medley - Baterias,F
03/08/2024,Natação,15:30,Arena Paris La Défense,100m borboleta - Final,M
03/08/2024,Natação,15:39,Arena Paris La Défense,50m livre - Semifinais,F
03/08/2024,Natação,15:59,Arena Paris La Défense,200m Medley Individual - Final,F
03/08/2024,Natação,16:09,Arena Paris La Défense,800m livre - Final,F
03/08/2024,Natação,16:33,Arena Paris La Défense,Revesamento 4x100m Medley Misto - Final,U
03/08/2024,Polo Aquático,05:30,Centro Aquático,Espanha - Japão,M
03/08/2024,Polo Aquático,07:05,Centro Aquático,Croácia - Grécia,M
03/08/2024,Polo Aquático,10:00,Centro Aquático,Austrália - Hungria,M
03/08/2024,Polo Aquático,11:35,Centro Aquático,Montenegro - EUA,M
03/08/2024,Polo Aquático,14:30,Centro Aquático,Sérvia - França,M
03/08/2024,Polo Aquático,16:05,Centro Aquático,Itália - Romênia,M
03/08/2024,Remo,04:30,Est. Náutico - Água Plana,Sculls Individual - Final C,F
03/08/2024,Remo,04:42,Est. Náutico - Água Plana,Sculls Individual - Final C,M
03/08/2024,Remo,04:54,Est. Náutico - Água Plana,Sculls Individual - Final B,F
03/08/2024,Remo,05:06,Est. Náutico - Água Plana,Sculls Individual - Final B,M
03/08/2024,Remo,05:18,Est. Náutico - Água Plana,Sculls Individual - Final A,F
03/08/2024,Remo,05:30,Est. Náutico - Água Plana,Sculls Individual - Final A,M
03/08/2024,Remo,05:50,Est. Náutico - Água Plana,Oito - Final A,F
03/08/2024,Remo,06:10,Est. Náutico - Água Plana,Oito - Final A,M
03/08/2024,Surfe,14:00,Teahupo'o - Taiti,Dia de Reserva,U
03/08/2024,Tênis,IDF,Stade Roland-Garros,Simples - Disputa pelo Bronze,M
03/08/2024,Tênis,IDF,Stade Roland-Garros,Simples - Disputa pelo Ouro,F
03/08/2024,Tênis,IDF,Stade Roland-Garros,Duplas - Disputa pelo Ouro,M
03/08/2024,Tênis de Mesa,08:30,Arena 4 Paris Sul,Individual - Disputa pelo Bronze,F
03/08/2024,Tênis de Mesa,09:30,Arena 4 Paris Sul,Individual - Disputa pelo Ouro,F
03/08/2024,Tiro com Arco,04:30,Invalides,Individual - Oitavas de Final,F
03/08/2024,Tiro com Arco,08:00,Invalides,Individual - Quartas de Final,F
03/08/2024,Tiro com Arco,08:52,Invalides,Individual - Semifinalinais,F
03/08/2024,Tiro com Arco,09:33,Invalides,Individual - Disputa pelo Bronze,F
03/08/2024,Tiro com Arco,09:46,Invalides,Individual - Disputa pelo Ouro,F
03/08/2024,Tiro Esportivo,IDF,Ctr. de Tiro Chateauroux,Skeet - Classificação - Dia 2,M
03/08/2024,Tiro Esportivo,IDF,Ctr. de Tiro Chateauroux,Skeet - Classificação - Dia 1,F
03/08/2024,Tiro Esportivo,04:30,Ctr. de Tiro Chateauroux,Pistola 25m - Final,F
03/08/2024,Tiro Esportivo,10:30,Ctr. de Tiro Chateauroux,Skeet - Final,M
03/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 5,M
03/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 6,M
03/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 5,F
03/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 6,F
03/08/2024,Vela,IDF,Marina de Marselha,Misto Multihull - Prova 1,U
03/08/2024,Vela,IDF,Marina de Marselha,Misto Multihull - Prova 2,U
03/08/2024,Vela,IDF,Marina de Marselha,Misto Multihull - Prova 3,U
03/08/2024,Vela,IDF,Marina de Marselha,Misto Dinghy - Prova 3,U
03/08/2024,Vela,IDF,Marina de Marselha,Misto Dinghy - Prova 4,U
03/08/2024,Vôlei,04:00,Arena 1 Paris Sul,Fase Preliminar,F
03/08/2024,Vôlei,08:00,Arena 1 Paris Sul,Fase Preliminar,F
03/08/2024,Vôlei,12:00,Arena 1 Paris Sul,Fase Preliminar,M
03/08/2024,Vôlei,14:00,Arena 1 Paris Sul,Fase Preliminar,M
03/08/2024,Vôlei de Praia,04:00,Estádio Torre Eiffel,Jogo Preliminar,U
03/08/2024,Vôlei de Praia,05:00,Estádio Torre Eiffel,Jogo Preliminar,U
03/08/2024,Vôlei de Praia,06:00,Estádio Torre Eiffel,Jogo Preliminar,U
03/08/2024,Vôlei de Praia,07:00,Estádio Torre Eiffel,Jogo Preliminar,U
03/08/2024,Vôlei de Praia,11:00,Estádio Torre Eiffel,Jogo Preliminar,U
03/08/2024,Vôlei de Praia,12:00,Estádio Torre Eiffel,Jogo Preliminar,U
03/08/2024,Vôlei de Praia,13:00,Estádio Torre Eiffel,Jogo da Rodada Lucky Loser,U
03/08/2024,Vôlei de Praia,15:00,Estádio Torre Eiffel,Jogo da Rodada Lucky Loser,U
03/08/2024,Vôlei de Praia,17:00,Estádio Torre Eiffel,Jogo da Rodada Lucky Loser,U
03/08/2024,Vôlei de Praia,17:00,Estádio Torre Eiffel,Jogo da Rodada Lucky Loser,U
04/08/2024,Atletismo,05:05,Stade de France,3000m Obstáculos - Primeira Rodada,F
04/08/2024,Atletismo,05:20,Stade de France,Lançamento de Martelo - Classificação,F
04/08/2024,Atletismo,05:55,Stade de France,200m- Primeira Rodada,F
04/08/2024,Atletismo,06:00,Stade de France,Salto em Distância - Classificação,M
04/08/2024,Atletismo,06:45,Stade de France,Lançamento de Martelo - Classificação,F
04/08/2024,Atletismo,06:50,Stade de France,110m com barreiras - Primeira Rodada,M
04/08/2024,Atletismo,07:35,Stade de France,400m com barreiras - Primeira Rodada,F
04/08/2024,Atletismo,14:05,Stade de France,400m - Primeira Rodada,M
04/08/2024,Atletismo,14:50,Stade de France,Salto em Altura - Final,F
04/08/2024,Atletismo,15:00,Stade de France,100m - Semifinal,M
04/08/2024,Atletismo,15:30,Stade de France,Lançamento de Martelo - Final,M
04/08/2024,Atletismo,15:40,Stade de France,800m - Semifinal,F
04/08/2024,Atletismo,16:15,Stade de France,1500m - Semifinal,M
04/08/2024,Atletismo,16:55,Stade de France,100m - Final,M
04/08/2024,Badminton,03:30,Arena La Chapelle,Simples Feminino - Semifinal,F
04/08/2024,Badminton,04:40,Arena La Chapelle,Simples Feminino - Semifinal,F
04/08/2024,Badminton,05:50,Arena La Chapelle,Simples Masculino - Semifinal,M
04/08/2024,Badminton,07:00,Arena La Chapelle,Simples Masculino - Semifinal,M
04/08/2024,Badminton,10:00,Arena La Chapelle,Duplas Masculinas - Disputa pelo Bronze,M
04/08/2024,Badminton,11:10,Arena La Chapelle,Duplas Masculinas - Disputa pelo Ouro,M
04/08/2024,Basquete,06:00,Estádio Pierre Mauroy,Japão - Bélgica,F
04/08/2024,Basquete,08:30,Estádio Pierre Mauroy,Canadá - Nigéria,F
04/08/2024,Basquete,12:15,Estádio Pierre Mauroy,Alemanha - EUA,F
04/08/2024,Basquete,16:00,Estádio Pierre Mauroy,Austrália - França,F
04/08/2024,Basquete 3x3,12:30,La Concorde 1,Fase de Grupos,M
04/08/2024,Basquete 3x3,13:00,La Concorde 1,Fase de Grupos,M
04/08/2024,Basquete 3x3,13:35,La Concorde 1,Fase de Grupos,M
04/08/2024,Basquete 3x3,14:05,La Concorde 1,Fase de Grupos,M
04/08/2024,Basquete 3x3,16:30,La Concorde 1,Play-In,M
04/08/2024,Basquete 3x3,17:05,La Concorde 1,Play-In,M
04/08/2024,Boxe,06:00,Arena Norte de Paris,57 kg - Quartas de Final,F
04/08/2024,Boxe,06:32,Arena Norte de Paris,75 kg - Quartas de Final,F
04/08/2024,Boxe,07:04,Arena Norte de Paris,54 kg - Semifinal,F
04/08/2024,Boxe,07:20,Arena Norte de Paris,51 kg - Semifinal,M
04/08/2024,Boxe,07:36,Arena Norte de Paris,63.5 kg - Semifinal,M
04/08/2024,Boxe,07:52,Arena Norte de Paris,80 kg - Semifinal,M
04/08/2024,Boxe,08:08,Arena Norte de Paris,92 kg - Semifinal,M
04/08/2024,Boxe,10:30,Arena Norte de Paris,57 kg - Quartas de Final,F
04/08/2024,Boxe,11:02,Arena Norte de Paris,75 kg - Quartas de Final,F
04/08/2024,Boxe,11:34,Arena Norte de Paris,54 kg - Semifinal,F
04/08/2024,Boxe,11:50,Arena Norte de Paris,51 kg - Semifinal,M
04/08/2024,Boxe,12:06,Arena Norte de Paris,63.5 kg - Semifinal,M
04/08/2024,Boxe,12:22,Arena Norte de Paris,80 kg - Semifinal,M
04/08/2024,Boxe,12:38,Arena Norte de Paris,92 kg - Semifinal,M
04/08/2024,Canoagem Slalom,10:30,Est. Náutico Água Branca,Caiaque Cross - Heats,F
04/08/2024,Canoagem Slalom,11:45,Est. Náutico Água Branca,Caiaque Cross - Heats,F
04/08/2024,Ciclismo de Estrada,09:00,Trocadéro,Prova de Estrada,F
04/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - Quartas de Final,M
04/08/2024,Esgrima,08:40,Grand Palais,Florete por equipes - Classificação 5-8 lugar,M
04/08/2024,Esgrima,09:50,Grand Palais,Florete por equipes - Semifinal 1,M
04/08/2024,Esgrima,09:50,Grand Palais,Florete por equipes - Semifinal 2,M
04/08/2024,Esgrima,11:00,Grand Palais,Florete por equipes - 7-8 lugar,M
04/08/2024,Esgrima,11:00,Grand Palais,Florete por equipes - 5-6 lugar,M
04/08/2024,Esgrima,14:10,Grand Palais,Florete por equipes - Disputa por Bronze,M
04/08/2024,Esgrima,15:30,Grand Palais,Florete por equipes - Disputa por Ouro,M
04/08/2024,Ginástica Artística,10:00,Arena Bercy,Argolas - Final,M
04/08/2024,Ginástica Artística,10:40,Arena Bercy,Barras assimétricas - Final,F
04/08/2024,Ginástica Artística,11:25,Arena Bercy,Salto - Final,M
04/08/2024,Golfe,04:00,Le Golf National,Rodada 4,M
04/08/2024,Handebol,04:00,Arena 6 Paris Sul,Suécia - Japão,M
04/08/2024,Handebol,06:00,Arena 6 Paris Sul,Egito- Argentinha,M
04/08/2024,Handebol,09:00,Arena 6 Paris Sul,Alemanha - Eslovênia,M
04/08/2024,Handebol,11:00,Arena 6 Paris Sul,Hungria - França,M
04/08/2024,Handebol,14:00,Arena 6 Paris Sul,Dinamarca - Noruega,M
04/08/2024,Handebol,16:00,Arena 6 Paris Sul,Espanha - Croácia,M
04/08/2024,Hipismo,05:00,Palácio de Versalhes,Adestramento Individual - GP - Livre,U
04/08/2024,Hóquei sobre Grama,05:00,Estádio Yves-du-Manoir,Quartas de Final,M
04/08/2024,Hóquei sobre Grama,07:30,Estádio Yves-du-Manoir,Quartas de Final,M
04/08/2024,Hóquei sobre Grama,12:30,Estádio Yves-du-Manoir,Quartas de Final,M
04/08/2024,Hóquei sobre Grama,15:00,Estádio Yves-du-Manoir,Quartas de Final,M
04/08/2024,Natação,13:30,Arena Paris La Défense,50m livre - Final,F
04/08/2024,Natação,13:36,Arena Paris La Défense,1500m livre - Final,M
04/08/2024,Natação,14:12,Arena Paris La Défense,Revesamento 4x100m Medley - Final,M
04/08/2024,Natação,14:35,Arena Paris La Défense,Revesamento 4x100m Medley - Final,F
04/08/2024,Polo Aquático,09:00,Centro Aquático,Hungria - Austrália,F
04/08/2024,Polo Aquático,09:00,Centro Aquático,Itália - Espanha,F
04/08/2024,Polo Aquático,09:00,Centro Aquático,Canadá - Países Baixos,F
04/08/2024,Polo Aquático,09:00,Centro Aquático,França - Grécia,F
04/08/2024,Surfe,14:00,Teahupo'o - Taiti,Dia de Reserva,U
04/08/2024,Tênis,IDF,Stade Roland-Garros,Duplas - Disputa pelo Bronze,F
04/08/2024,Tênis,IDF,Stade Roland-Garros,Simples - Disputa pelo Ouro,M
04/08/2024,Tênis,IDF,Stade Roland-Garros,Duplas - Disputa pelo Ouro,F
04/08/2024,Tênis de Mesa,08:30,Arena 4 Paris Sul,Individual - Disputa pelo Bronze,M
04/08/2024,Tênis de Mesa,09:30,Arena 4 Paris Sul,Individual - Disputa pelo Ouro,M
04/08/2024,Tiro com Arco,04:30,Invalides,Individual - Oitavas de Final,M
04/08/2024,Tiro com Arco,08:00,Invalides,Individual - Quartas de Final,M
04/08/2024,Tiro com Arco,08:52,Invalides,Individual - Semifinal,M
04/08/2024,Tiro com Arco,09:33,Invalides,Individual - Disputa pelo Bronze,M
04/08/2024,Tiro com Arco,09:46,Invalides,Individual - Disputa pelo Ouro,M
04/08/2024,Tiro Esportivo,Pistola tiro rápido 25m - Classificação,M,,
04/08/2024,Tiro Esportivo,Skeet - Classificação - Dia 2,F,,
04/08/2024,Tiro Esportivo,Skeet - Final,F,,
04/08/2024,Vela,IDF,Marina de Marselha,Misto Multihull - Prova 4,U
04/08/2024,Vela,IDF,Marina de Marselha,Misto Multihull - Prova 5,U
04/08/2024,Vela,IDF,Marina de Marselha,Misto Multihull - Prova 6,U
04/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 7,M
04/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 8,M
04/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 7,F
04/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 8,F
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 1,M
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 2,M
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 3,M
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 4,M
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 1,F
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 2,F
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 3,F
04/08/2024,Vela,IDF,Marina de Marselha,Kite - Prova 4,F
04/08/2024,Vela,IDF,Marina de Marselha,Misto Dinghy - Prova 5,U
04/08/2024,Vela,IDF,Marina de Marselha,Misto Dinghy - Prova 6,U
04/08/2024,Vôlei,04:00,Arena 1 Paris Sul,Fase Preliminar,F
04/08/2024,Vôlei,08:00,Arena 1 Paris Sul,Fase Preliminar,F
04/08/2024,Vôlei,12:00,Arena 1 Paris Sul,Fase Preliminar,F
04/08/2024,Vôlei,14:00,Arena 1 Paris Sul,Fase Preliminar,F
04/08/2024,Vôlei de Praia,04:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
04/08/2024,Vôlei de Praia,05:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
04/08/2024,Vôlei de Praia,08:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
04/08/2024,Vôlei de Praia,09:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
04/08/2024,Vôlei de Praia,12:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
04/08/2024,Vôlei de Praia,13:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
04/08/2024,Vôlei de Praia,16:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
04/08/2024,Vôlei de Praia,17:00,Estádio Torre Eiffel,Jogo Oitavas de Final,U
11/08/2024,Atletismo,03:00,Invalides,Maratona,F
11/08/2024,Basquete,06:30,Arena Bercy,Disputa pelo bronze,F
11/08/2024,Basquete,10:30,Arena Bercy,Disputa pelo ouro,F
11/08/2024,Ciclismo de Pista,06:00,Velódromo Nacional,Omnium Scratch Race 1/4,F
11/08/2024,Ciclismo de Pista,06:22,Velódromo Nacional,Velocidade 1/2 - Corrida 1,F
11/08/2024,Ciclismo de Pista,06:29,Velódromo Nacional,Keirin - Quartas de final,M
11/08/2024,Ciclismo de Pista,06:50,Velódromo Nacional,Velocidade 1/2 - Corrida 2,F
11/08/2024,Ciclismo de Pista,06:57,Velódromo Nacional,Omnium Tempo Race 2/4,F
11/08/2024,Ciclismo de Pista,07:18,Velódromo Nacional,Velocidade 1/2 - Decisão,F
