Dia,Modalidade,Horario,Local,Evento,Genero
31/07/2024,Vôlei de Praia,17:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Atletismo,02:30,Trocadeiro,Marcha Atlética 20 km,M
01/08/2024,Atletismo,04:20,Trocadeiro,Marcha Atlética 20 km,F
01/08/2024,Badminton,03:30,Duplas Femininas - Quartas de Final,F,
01/08/2024,Badminton,03:30,Duplas Femininas - Quartas de Final,F,
01/08/2024,Badminton,03:30,Duplas Femininas - Quartas de Final,F,
01/08/2024,Badminton,04:40,Simples Masculino - Oitavas de Final,M,
01/08/2024,Badminton,04:40,Simples Masculino - Oitavas de Final,M,
01/08/2024,Badminton,04:40,Duplas Femininas - Quartas de Final,F,
01/08/2024,Badminton,08:00,Duplas Masculinas - Quartas de Final,M,
01/08/2024,Badminton,08:00,Duplas Masculinas - Quartas de Final,M,
01/08/2024,Badminton,08:00,Simples Masculino - Oitavas de Final,M,
01/08/2024,Badminton,09:10,Simples Masculino - Oitavas de Final,M,
01/08/2024,Badminton,09:10,Simples Masculino - Quartas de Final,M,
01/08/2024,Badminton,09:10,Duplas Masculinas - Quartas de Final,M,
01/08/2024,Badminton,10:20,Simples Masculino - Oitavas de Final,M,
01/08/2024,Badminton,13:30,Simples Feminino - Oitavas de Final,F,
01/08/2024,Badminton,13:30,Simples Feminino - Oitavas de Final,F,
01/08/2024,Badminton,13:30,Simples Feminino - Oitavas de Final,F,
01/08/2024,Badminton,14:30,Simples Feminino - Oitavas de Final,F,
01/08/2024,Badminton,14:30,Simples Feminino - Oitavas de Final,F,
01/08/2024,Badminton,14:30,Duplas Mistas - Semifinal,U,
01/08/2024,Badminton,15:30,Duplas Mistas - Semifinal,U,
01/08/2024,Basquete,06:00,Estádio Pierre Mauroy,Japão - Alemanha,F
01/08/2024,Basquete,08:30,Estádio Pierre Mauroy,Austrália - Canadá,F
01/08/2024,Basquete,12:15,Estádio Pierre Mauroy,França - Nigéria,F
01/08/2024,Basquete,16:00,Estádio Pierre Mauroy,Bélgica - EUA,F
01/08/2024,Basquete 3x3,04:00,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,04:30,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,05:05,La Concorde 1,Fase de Grupos,M
01/08/2024,Basquete 3x3,05:35,La Concorde 1,Fase de Grupos,M
01/08/2024,Basquete 3x3,07:30,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,08:00,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,08:35,La Concorde 1,Fase de Grupos,M
01/08/2024,Basquete 3x3,09:05,La Concorde 1,Fase de Grupos,M
01/08/2024,Basquete 3x3,13:00,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,13:30,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,14:05,La Concorde 1,Fase de Grupos,M
01/08/2024,Basquete 3x3,14:35,La Concorde 1,Fase de Grupos,M
01/08/2024,Basquete 3x3,16:30,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,17:00,La Concorde 1,Fase de Grupos,F
01/08/2024,Basquete 3x3,17:35,La Concorde 1,Fase de Grupos,M
01/08/2024,Basquete 3x3,18:05,La Concorde 1,Fase de Grupos,M
01/08/2024,Boxe,06:00,Arena Norte de Paris,50 kg - Oitavas de Final,F
01/08/2024,Boxe,06:48,Arena Norte de Paris,66 kg - Oitavas de Final,F
01/08/2024,Boxe,07:36,Arena Norte de Paris,54 kg - Quartas de Final,F
01/08/2024,Boxe,07:52,Arena Norte de Paris,63.5 kg - Quartas de Final,M
01/08/2024,Boxe,08:08,Arena Norte de Paris,92 kg - Quartas de Final,M
01/08/2024,Boxe,10:30,Arena Norte de Paris,50 kg - Oitavas de Final,F
01/08/2024,Boxe,11:18,Arena Norte de Paris,66 kg - Oitavas de Final,F
01/08/2024,Boxe,12:06,Arena Norte de Paris,54 kg - Quartas de Final,F
01/08/2024,Boxe,12:38,Arena Norte de Paris,63.5 kg - Quartas de Final,M
01/08/2024,Boxe,12:54,Arena Norte de Paris,92 kg - Quartas de Final,M
01/08/2024,Boxe,15:00,Arena Norte de Paris,50 kg - Oitavas de Final,F
01/08/2024,Boxe,15:32,Arena Norte de Paris,66 kg - Oitavas de Final,F
01/08/2024,Boxe,16:04,Arena Norte de Paris,54 kg - Quartas de Final,F
01/08/2024,Boxe,16:20,Arena Norte de Paris,63.5 kg - Quartas de Final,M
01/08/2024,Boxe,16:52,Arena Norte de Paris,92 kg - Quartas de Final,M
01/08/2024,Canoagem Slalom,10:30,Est. Náutico Água Branca,Caiaque Individual - Semifinal,M 
01/08/2024,Canoagem Slalom,12:30,Est. Náutico Água Branca,Caiaque Individual - Final,M 
01/08/2024,Ciclismo BMX Racing,15:00,Estádio de BMX,Quartas de Final - Run 1,M    
01/08/2024,Ciclismo BMX Racing,15:20,Estádio de BMX,Quartas de Final - Run 1,F 
01/08/2024,Ciclismo BMX Racing,15:40,Estádio de BMX,Quartas de Final - Run 2,M 
01/08/2024,Ciclismo BMX Racing,16:00,Estádio de BMX,Quartas de Final - Run 2,F 
01/08/2024,Ciclismo BMX Racing,16:20,Estádio de BMX,Quartas de Final - Run 3,M 
01/08/2024,Ciclismo BMX Racing,16:40,Estádio de BMX,Quartas de Final - Run 3,F 
01/08/2024,Ciclismo BMX Racing,17:05,Estádio de BMX,Última chance de corrida,M 
01/08/2024,Ciclismo BMX Racing,17:15,Estádio de BMX,Última chance de corrida,F 
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - Quartas de Final,F
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - Classificação 5-8 lugar,F
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - Semifinal 1,F
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - Semifinal 2,F
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - 7-8 lugar,F
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - 5-6 lugar,F
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - Disputa de Bronze,F
01/08/2024,Esgrima,06:50,Grand Palais,Florete por equipes - Disputa de Ouro,F
01/08/2024,Ginástica Artística,13:15,Arena Bercy,Individual Geral - Final,F
01/08/2024,Golfe,04:00,Le Golf National,Rodada 1,M
01/08/2024,Handebol,04:00,Arena 6 Paris Sul,Países Baixos - Brasil,F
01/08/2024,Handebol,04:00,Arena 6 Paris Sul,República da Coréia - Suécia,F
01/08/2024,Handebol,04:00,Arena 6 Paris Sul,Espanha - Hungria,F
01/08/2024,Handebol,04:00,Arena 6 Paris Sul,Angola - França,F
01/08/2024,Handebol,04:00,Arena 6 Paris Sul,Alemanha - Dinamarca,F
01/08/2024,Handebol,04:00,Arena 6 Paris Sul,Eslovênia - Noruega,F
01/08/2024,Hipismo,06:00,Palácio de Versalhes,Saltos por equipes - Classificação,U
01/08/2024,Hóquei sobre Grama,05:00,Estádio Yves-du-Manoir,Índia - Bélgica,M
01/08/2024,Hóquei sobre Grama,05:30,Estádio Yves-du-Manoir,Nova Zelândia - Austrália,M
01/08/2024,Hóquei sobre Grama,07:45,Estádio Yves-du-Manoir,França - Grã-Bretanha,M
01/08/2024,Hóquei sobre Grama,08:15,Estádio Yves-du-Manoir,Argentinha - Irlanda,M
01/08/2024,Hóquei sobre Grama,12:00,Estádio Yves-du-Manoir,EUA - Grã-Bretanha,F
01/08/2024,Hóquei sobre Grama,12:30,Estádio Yves-du-Manoir,Espanha - África do Sul,F
01/08/2024,Hóquei sobre Grama,14:45,Estádio Yves-du-Manoir,Japão - França,F
01/08/2024,Hóquei sobre Grama,15:15,Estádio Yves-du-Manoir,Argentinha - Austrália,F
01/08/2024,Judô,05:00,Arena Champ-de-Mars,100 kg - Primeira Fase Eliminatória,M
01/08/2024,Judô,05:00,Arena Champ-de-Mars,78 kg - Primeira Fase Eliminatória,F
01/08/2024,Judô,05:28,Arena Champ-de-Mars,100 kg - Segunda Fase Eliminatória,M
01/08/2024,Judô,05:28,Arena Champ-de-Mars,78 kg - Segunda Fase Eliminatória,F
01/08/2024,Judô,07:20,Arena Champ-de-Mars,100 kg - Oitavas de Final,M
01/08/2024,Judô,07:20,Arena Champ-de-Mars,78 kg - Oitavas de Final,F
01/08/2024,Judô,08:16,Arena Champ-de-Mars,100 kg - Quartas de Final,M
01/08/2024,Judô,08:16,Arena Champ-de-Mars,78 kg - Quartas de Final,F
01/08/2024,Judô,11:00,Arena Champ-de-Mars,100 kg - Repescagem,M
01/08/2024,Judô,11:17,Arena Champ-de-Mars,100 kg - Semifinais,M
01/08/2024,Judô,11:34,Arena Champ-de-Mars,78 kg - Repescagem,F
01/08/2024,Judô,11:51,Arena Champ-de-Mars,78 kg - Semifinais,F
01/08/2024,Judô,12;18,Arena Champ-de-Mars,100 kg - Disputa de Bronze A,M
01/08/2024,Judô,12:28,Arena Champ-de-Mars,100 kg - Disputa de Bronze B,M
01/08/2024,Judô,12:38,Arena Champ-de-Mars,100 kg - Final,M
01/08/2024,Judô,12:49,Arena Champ-de-Mars,78 kg - Disputa de Bronze A,F
01/08/2024,Judô,12:59,Arena Champ-de-Mars,78 kg - Disputa de Bronze B,F
01/08/2024,Judô,13:09,Arena Champ-de-Mars,78 kg - Final,F
01/08/2024,Natação,06:00,Arena Paris La Défense,200m costas - Baterias,F
01/08/2024,Natação,06:00,Arena Paris La Défense,50m livre - Baterias,M
01/08/2024,Natação,06:00,Arena Paris La Défense,200m Medley Individual - Baterias,M
01/08/2024,Natação,06:00,Arena Paris La Défense,Revesamento 4x200m livre - Baterias,F
01/08/2024,Natação,15:30,Arena Paris La Défense,200m borboleta - Final,F
01/08/2024,Natação,15;37,Arena Paris La Défense,200m costas - Final,M
01/08/2024,Natação,15:44,Arena Paris La Défense,50m livre - Semifinais,M
01/08/2024,Natação,16:03,Arena Paris La Défense,200m peito - Final,F
01/08/2024,Natação,16:10,Arena Paris La Défense,200m costas - Semifinais,F
01/08/2024,Natação,16:34,Arena Paris La Défense,200m Medley Individual - Semifinais,M
01/08/2024,Natação,16:48,Arena Paris La Défense,Revesamento 4x200m livre - Final,F
01/08/2024,Polo Aquático,05:30,Centro Aquático,Grécia - EUA,M
01/08/2024,Polo Aquático,07:05,Centro Aquático,Sérvia - Espanha,M
01/08/2024,Polo Aquático,10:00,Centro Aquático,França - Austrália,M
01/08/2024,Polo Aquático,11:35,Centro Aquático,Itália - Montenegro,M
01/08/2024,Polo Aquático,14:30,Centro Aquático,Romênia - Croácia,M
01/08/2024,Polo Aquático,16:05,Centro Aquático,Hungria - Japão ,M
01/08/2024,Remo,04:30,Est. Náutico - Água Plana,Sculls Individual - Semifinal A/B 1,F
01/08/2024,Remo,04:40,Est. Náutico - Água Plana,Sculls Individual - Semifinal A/B 2,F
01/08/2024,Remo,04:50,Est. Náutico - Água Plana,Sculls Individual - Semifinal A/B 1,M
01/08/2024,Remo,05:00,Est. Náutico - Água Plana,Sculls Individual - Semifinal A/B 2,M
01/08/2024,Remo,05:10,Est. Náutico - Água Plana,Oito - Repescagem,F
01/08/2024,Remo,05:20,Est. Náutico - Água Plana,Oito - Repescagem,M
01/08/2024,Remo,05:30,Est. Náutico - Água Plana,Sculls Duplo - Final B,F
01/08/2024,Remo,05:42,Est. Náutico - Água Plana,Sculls Duplo - Final B,M
01/08/2024,Remo,05:54,Est. Náutico - Água Plana,Quatro - Final B,F
01/08/2024,Remo,06:06,Est. Náutico - Água Plana,Quatro - Final B,M
01/08/2024,Remo,06:18,Est. Náutico - Água Plana,Sculls Duplo - Final A,F
01/08/2024,Remo,06:30,Est. Náutico - Água Plana,Sculls Duplo - Final A,M
01/08/2024,Remo,06:50,Est. Náutico - Água Plana,Quatro - Final A,F
01/08/2024,Remo,07:10,Est. Náutico - Água Plana,Quatro - Final A,M
01/08/2024,Surfe,14:00,Teahupo'o - Taiti,Dia de Reserva,U
01/08/2024,Tênis,07:00,Stade Roland-Garros,MS Quartas de final/ FS Semifinal,U
01/08/2024,Tênis,07:00,Stade Roland-Garros,MS QF/ FD Semifinais/ XD Semifinais,U
01/08/2024,Tênis,07:00,Stade Roland-Garros,FD Semifinais/ XD Semifinais,U
01/08/2024,Tênis,14:00,Stade Roland-Garros,MS Quartas de final/ FS Semifinal,U
01/08/2024,Tênis de Mesa,05:00,Arena 4 Paris Sul,Individual - Quartas de Final,F
01/08/2024,Tênis de Mesa,07:00,Arena 4 Paris Sul,Individual - Quartas de Final,M
01/08/2024,Tênis de Mesa,10:00,Arena 4 Paris Sul,Individual - Quartas de Final,F
01/08/2024,Tênis de Mesa,11:00,Arena 4 Paris Sul,Individual - Quartas de Final,M
01/08/2024,Tênis de Mesa,15:00,Arena 4 Paris Sul,Individual - Quartas de Final,F
01/08/2024,Tênis de Mesa,16:00,Arena 4 Paris Sul,Individual - Quartas de Final,M
01/08/2024,Tiro com Arco,04:30,Invalides,Individual - Primeira Fase Eliminatória,M
01/08/2024,Tiro com Arco,04:56,Invalides,Individual - Primeira Fase Eliminatória,F
01/08/2024,Tiro com Arco,05:22,Invalides,Individual - Segunda Fase Eliminatória,M
01/08/2024,Tiro com Arco,05:35,Invalides,Individual - Segunda Fase Eliminatória,F
01/08/2024,Tiro com Arco,10:30,Invalides,Individual - Primeira Fase Eliminatória,M
01/08/2024,Tiro com Arco,10:56,Invalides,Individual - Primeira Fase Eliminatória,F
01/08/2024,Tiro com Arco,11:22,Invalides,Individual - Segunda Fase Eliminatória,M
01/08/2024,Tiro com Arco,11:35,Invalides,Individual - Segunda Fase Eliminatória,F
01/08/2024,Tiro Esportivo,04:30,Ctr. de Tiro Chateauroux,Carabina 50m 3 posições - Final,M
01/08/2024,Tiro Esportivo,07:00,Ctr. de Tiro Chateauroux,Carabina 50m 3 posições - Classificação,F
01/08/2024,Vela,IDF,Marina de Marselha,Skiff - Disputa por medalha,M
01/08/2024,Vela,IDF,Marina de Marselha,Skiff - Disputa por medalha,F
01/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 1,M
01/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 2,M
01/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 1,F
01/08/2024,Vela,IDF,Marina de Marselha,Dinghy - Prova 2,F 
01/08/2024,Vela,07:00,Marina de Marselha,Windsurfing - Prova 17,F
01/08/2024,Vela,07:00,Marina de Marselha,Windsurfing - Prova 18,F
01/08/2024,Vela,07:00,Marina de Marselha,Windsurfing - Prova 19,F
01/08/2024,Vela,07:00,Marina de Marselha,Windsurfing - Prova 17,M
01/08/2024,Vela,07:00,Marina de Marselha,Windsurfing - Prova 18,M
01/08/2024,Vela,07:00,Marina de Marselha,Windsurfing - Prova 19,M
01/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Maratona,F
01/08/2024,Vela,IDF,Marina de Marselha,Windsurfing - Maratona,M
01/08/2024,Vôlei,04:00,Arena 1 Paris Sul,Fase Preliminar,F
01/08/2024,Vôlei,08:00,Arena 1 Paris Sul,Fase Preliminar,F
01/08/2024,Vôlei,12:00,Arena 1 Paris Sul,Fase Preliminar,F
01/08/2024,Vôlei,14:00,Arena 1 Paris Sul,Fase Preliminar,F
01/08/2024,Vôlei de Praia,04:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,05:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,06:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,07:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,10:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,11:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,12:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,15:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,16:00,Estádio Torre Eiffel,Jogo Preliminar,U
01/08/2024,Vôlei de Praia,17:00,Estádio Torre Eiffel,Jogo Preliminar,U
02/08/2024,Atletismo,05:05,Trocadéro,Decatlo - 100m,M
02/08/2024,Atletismo,05:10,Trocadéro,Lançamento de martelo - Classificação,M
02/08/2024,Atletismo,05:15,Trocadéro,Salto em Altura - Classificação,F
02/08/2024,Atletismo,05:35,Trocadéro,100m - Rodada Preliminar,F
02/08/2024,Atletismo,05:55,Trocadéro,Decatlo - Saltos em Distância,M
02/08/2024,Atletismo,06:05,Trocadéro,1500m - Primeira Rodada,M
02/08/2024,Atletismo,06:35,Trocadéro,Lançamento de martelo - Classificação,M
02/08/2024,Atletismo,06:50,Trocadéro,100m - Primeira Rodada,F
02/08/2024,Atletismo,07:15,Trocadéro,Decatlo - Arremesso de Peso,M
02/08/2024,Atletismo,13:00,Trocadéro,Decatlo - Salto em Altura,M
02/08/2024,Atletismo,13:10,Trocadéro,5000m - Primeira Rodada,F
02/08/2024,Atletismo,13:15,Trocadéro,Salto Triplo - Classificação,F
02/08/2024,Atletismo,13:55,Trocadéro,Lançamento de Disco - Classificação,F
02/08/2024,Atletismo,14:10,Trocadéro,Revesamento 4x400m - Primeira Rodada,U
02/08/2024,Atletismo,14:45,Trocadéro,800m - Primeira Rodada,F
02/08/2024,Atletismo,15;10,Trocadéro,Arremesso de peso - Classificação,M
02/08/2024,Atletismo,15:20,Trocadéro,Lançamento de Disco - Classificação,F
02/08/2024,Atletismo,15:50,Trocadéro,Decatlo - 400m,M
02/08/2024,Atletismo,16:20,Trocadéro,10000m - Final,M
02/08/2024,Badminton,03:30,Arena La Chapelle,Duplas Femininas - Semifinal,F
02/08/2024,Badminton,04:40,Arena La Chapelle,Duplas Femininas - Semifinal,F
02/08/2024,Badminton,05:50,Arena La Chapelle,Duplas Masculinas - Semifinal,M
02/08/2024,Badminton,07:00,Arena La Chapelle,Duplas Masculinas - Semifinal,M
02/08/2024,Badminton,10:00,Arena La Chapelle,Duplas Mistas - Semifinal,U
02/08/2024,Badminton,11:10,Arena La Chapelle,Duplas Mistas - Semifinal,U
02/08/2024,Badminton,12:40,Arena La Chapelle,Simples Masculino - Semifinal,M
02/08/2024,Badminton,13:50,Arena La Chapelle,Simples Masculino - Semifinal,M
02/08/2024,Badminton,15:00,Arena La Chapelle,Simples Masculino - Semifinal,M
02/08/2024,Badminton,16:10,Arena La Chapelle,Simples Masculino - Semifinal,M
02/08/2024,Basquete,06:00,Estádio Pierre Mauroy,Japão - Vencedor OQT LAT,M
02/08/2024,Basquete,08:30,Estádio Pierre Mauroy,Austrália - Vencedor OQT GRE,M
02/08/2024,Basquete,12:15,Estádio Pierre Mauroy,Canadá - Vencedor OQT ESP,M
02/08/2024,Basquete,16:00,Estádio Pierre Mauroy,França - Alemanha,M
02/08/2024,Basquete 3x3,04:00,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,04:30,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,05:05,La Concorde 1,Fase de Grupos,M
02/08/2024,Basquete 3x3,05:35,La Concorde 1,Fase de Grupos,M
02/08/2024,Basquete 3x3,07:30,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,08:00,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,08:35,La Concorde 1,Fase de Grupos,M
02/08/2024,Basquete 3x3,09:05,La Concorde 1,Fase de Grupos,M
02/08/2024,Basquete 3x3,12:30,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,13:00,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,13:35,La Concorde 1,Fase de Grupos,M
02/08/2024,Basquete 3x3,14:05,La Concorde 1,Fase de Grupos,M
02/08/2024,Basquete 3x3,16:00,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,16:30,La Concorde 1,Fase de Grupos,F
02/08/2024,Basquete 3x3,17:05,La Concorde 1,Fase de Grupos,M
02/08/2024,Basquete 3x3,17:35,La Concorde 1,Fase de Grupos,M
02/08/2024,Boxe,10:30,Arena Norte de Paris,57 kg - Oitavas de Final,F
02/08/2024,Boxe,11:34,Arena Norte de Paris,51 kg - Quartas de Final,F
02/08/2024,Boxe,12:06,Arena Norte de Paris,80 kg - Quartas de Final,F
02/08/2024,Boxe,12:38,Arena Norte de Paris,92 kg - Quartas de Final,F
02/08/2024,Boxe,15:00,Arena Norte de Paris,57 kg - Oitavas de Final,F
02/08/2024,Boxe,16:04,Arena Norte de Paris,57 kg - Quartas de Final,F
02/08/2024,Boxe,16:36,Arena Norte de Paris,57 kg - Quartas de Final,F
02/08/2024,Boxe,17:08,Arena Norte de Paris,57 kg - Quartas de Final,F
02/08/2024,Canoagem Slalom,10:30,Est. Náutico Água Branca,Caiaque Cross - Contrarrelógio,F
02/08/2024,Canoagem Slalom,10:30,Est. Náutico Água Branca,Caiaque Cross - Contrarrelógio,M
02/08/2024,Ciclismo BMX Racing,15:00,Estádio de BMX,Semifinais - Run 1,M
02/08/2024,Ciclismo BMX Racing,15:15,Estádio de BMX,Semifinais - Run 1,F
02/08/2024,Ciclismo BMX Racing,15:30,Estádio de BMX,Semifinais - Run 2,M
02/08/2024,Ciclismo BMX Racing,15:45,Estádio de BMX,Semifinais - Run 2,F
02/08/2024,Ciclismo BMX Racing,16:00,Estádio de BMX,Semifinais - Run 3,M
02/08/2024,Ciclismo BMX Racing,16:15,Estádio de BMX,Semifinais - Run 3,F
02/08/2024,Ciclismo BMX Racing,16:35,Estádio de BMX,Final,M
02/08/2024,Ciclismo BMX Racing,16:50,Estádio de BMX,Final,F
02/08/2024,Esgrima,08:30,Grand Palais,Espada por equipes - Quartas de Final,M
02/08/2024,Esgrima,10:00,Grand Palais,Espada por equipes - Classificação 5-8 lugar,M
02/08/2024,Esgrima,10:50,Grand Palais,Espada por equipes - Semifinal 1,M
02/08/2024,Esgrima,10:50,Grand Palais,Espada por equipes - Semifinal 2,M
02/08/2024,Esgrima,11:40,Grand Palais,Espada por equipes - 7-8 lugar,M
02/08/2024,Esgrima,11:40,Grand Palais,Espada por equipes - 5-6 lugar,M
02/08/2024,Esgrima,14:30,Grand Palais,Espada por equipes - Disputa de Bronze,M
02/08/2024,Esgrima,15:30,Grand Palais,Espada por equipes - Disputa de Ouro,M
02/08/2024,Futebol,10:00,Parc des Princes,IDF - IDF - Quartas de Final,M
02/08/2024,Futebol,12:00,Estádio de Lyon,IDF - IDF - Quartas de Final,M
02/08/2024,Futebol,14:00,Estádio de Marselha,IDF - IDF - Quartas de Final,M
02/08/2024,Futebol,16:00,Estádio Bordeaux,IDF - IDF - Quartas de Final,M
02/08/2024,Ginástica de Trampolim,07:00,Arena Bercy,Classificatórias,F
02/08/2024,Ginástica de Trampolim,08:50,Arena Bercy,Final,F
02/08/2024,Ginástica de Trampolim,13:00,Arena Bercy,Classificatórias,M
02/08/2024,Ginástica de Trampolim,14:45,Arena Bercy,Final,M
02/08/2024,Golfe,04:00,Le Golf National,Rodada 2,M
02/08/2024,Handebol,04:00,Arena 6 Paris Sul,Hungria - Dinamarca,M
02/08/2024,Handebol,06:00,Arena 6 Paris Sul,Argentinha - França,M
02/08/2024,Handebol,09:00,Arena 6 Paris Sul,Croácia - Suécia,M
02/08/2024,Handebol,11:00,Arena 6 Paris Sul,Alemanha - Espanha,M
02/08/2024,Handebol,14:00,Arena 6 Paris Sul,Japão - Eslovênia,M
02/08/2024,Handebol,16:00,Arena 6 Paris Sul,Noruega - Egito,M
02/08/2024,Hipismo,09:00,Palácio de Versalhes,Saltos por equipes - Final,U
02/08/2024,Hóquei sobre Grama,05:00,Estádio Yves-du-Manoir,China - Alemanha,F
02/08/2024,Hóquei sobre Grama,05:30,Estádio Yves-du-Manoir,Países Baixos - Espanha,M
02/08/2024,Hóquei sobre Grama,07:45,Estádio Yves-du-Manoir,Bélgica - Países Baixos,F
02/08/2024,Hóquei sobre Grama,08:15,Estádio Yves-du-Manoir,Austrália - Índia,M
02/08/2024,Hóquei sobre Grama,12:00,Estádio Yves-du-Manoir,Nova Zelândia - Irlanda,M
02/08/2024,Hóquei sobre Grama,12:30,Estádio Yves-du-Manoir,Bélgica - Argentinha,M
02/08/2024,Hóquei sobre Grama,14:45,Estádio Yves-du-Manoir,França - África do Sul,M
02/08/2024,Hóquei sobre Grama,15:15,Estádio Yves-du-Manoir,Grã-Bretanha - Alemanha,M
02/08/2024,Judô,05:00,Arena Champ-de-Mars,78 kg - Primeira Fase Eliminatória,F
02/08/2024,Judô,05:00,Arena Champ-de-Mars,100 kg - Primeira Fase Eliminatória,M
02/08/2024,Judô,05:28,Arena Champ-de-Mars,78 kg - Segunda Fase Eliminatória,F
02/08/2024,Judô,05:28,Arena Champ-de-Mars,100 kg - Segunda Fase Eliminatória,M
02/08/2024,Judô,07:20,Arena Champ-de-Mars,78 kg - Oitavas de Final,F
02/08/2024,Judô,07:20,Arena Champ-de-Mars,100 kg - Oitavas de Final,M
02/08/2024,Judô,08:16,Arena Champ-de-Mars,78 kg - Quartas de Final,F
02/08/2024,Judô,08:16,Arena Champ-de-Mars,100 kg - Quartas de Final,M
02/08/2024,Judô,11:00,Arena Champ-de-Mars,78 kg - Repescagem,F
02/08/2024,Judô,11:17,Arena Champ-de-Mars,78 kg - Semifinais,F
02/08/2024,Judô,11:34,Arena Champ-de-Mars,100 kg - Repescagem,M
02/08/2024,Judô,11:51,Arena Champ-de-Mars,100 kg - Semifinais,M
02/08/2024,Judô,12:18,Arena Champ-de-Mars,78 kg - Disputa por Bronze A,F
02/08/2024,Judô,12:28,Arena Champ-de-Mars,78 kg - Disputa por Bronze B,F
02/08/2024,Judô,12:38,Arena Champ-de-Mars,78 kg - Final,F
02/08/2024,Judô,12:49,Arena Champ-de-Mars,100 kg - Disputa por Bronze A,M
02/08/2024,Judô,12:59,Arena Champ-de-Mars,100 kg - Disputa por Bronze B,M
02/08/2024,Judô,13:09,Arena Champ-de-Mars,100 kg - Final,M
02/08/2024,Natação,06:00,Arena Paris La Défense,100m borboleta - Baterias,M
02/08/2024,Natação,06:00,Arena Paris La Défense,200m Medley Individual - Baterias,F
02/08/2024,Natação,06:00,Arena Paris La Défense,800m livre - Baterias,F
02/08/2024,Natação,06:00,Arena Paris La Défense,Revesamento 4x100m Medley Misto - Baterias,U
02/08/2024,Natação,15:30,Arena Paris La Défense,50m livre - Final,M   
02/08/2024,Natação,15:39,Arena Paris La Défense,200m costas - Final,F
02/08/2024,Natação,15:49,Arena Paris La Défense,200m Medley Individual - Final,M
02/08/2024,Natação,16:09,Arena Paris La Défense,100m borboleta - Semifinais,M
02/08/2024,Natação,16:34,Arena Paris La Défense,200m Medley Individual - Semifinais,F
02/08/2024,Polo Aquático,09:00,Centro Aquático,Austrália - Canadá,F
02/08/2024,Polo Aquático,10:35,Centro Aquático,Grécia - Itália,F
02/08/2024,Polo Aquático,13:30,Centro Aquático,EUA - França,F
02/08/2024,Polo Aquático,15:05,Centro Aquático,China - Hungria,F
02/08/2024,Remo,04:30,Est. Náutico - Água Plana,Sculls Individual - Final F,M
02/08/2024,Remo,04:42,Est. Náutico - Água Plana,Sculls Individual - Final F,F
02/08/2024,Remo,04:54,Est. Náutico - Água Plana,Sculls Individual - Final E,M
02/08/2024,Remo,05:06,Est. Náutico - Água Plana,Sculls Individual - Final E,F
02/08/2024,Remo,05:18,Est. Náutico - Água Plana,Sculls Individual - Final D,M
02/08/2024,Remo,05:30,Est. Náutico - Água Plana,Sculls Individual - Final D,F
02/08/2024,Remo,05:42,Est. Náutico - Água Plana,Par - Final B,M
02/08/2024,Remo,05:54,Est. Náutico - Água Plana,Par - Final B,F
